Race,Sex,Year,Age,In the natural position of diagnosis,Localized,Regional,Distant,Unknown Stage,Blanks/ Meets NO requirements as whole
White,Male/Female,2000,<1 year,1,3,1,0,0,0
White,Male/Female,2000,01-04 years,0,2,0,0,0,0
White,Male/Female,2000,05-09 years,0,43,13,0,0,1
White,Male/Female,2000,10-14 years,0,247,72,14,4,14
White,Male/Female,2000,15-19 years,8,484,179,45,21,42
White,Male/Female,2000,20-24 years,12,618,342,155,35,100
White,Male/Female,2000,25-29 years,34,809,724,454,55,254
White,Male/Female,2000,30-34 years,77,1177,1397,907,120,599
White,Male/Female,2000,35-39 years,174,1872,2447,1748,202,1171
White,Male/Female,2000,40-44 years,295,3351,4363,3242,328,2301
White,Male/Female,2000,45-49 years,663,6041,7513,5798,588,4063
White,Male/Female,2000,50-54 years,2071,14341,12417,8320,1102,7148
White,Male/Female,2000,55-59 years,2094,15196,14458,10469,1454,8548
White,Male/Female,2000,60-64 years,2321,18586,17203,12099,1857,10512
White,Male/Female,2000,65-69 years,2786,22864,20080,12091,2227,13701
White,Male/Female,2000,70-74 years,2576,23507,20488,11508,2550,16549
White,Male/Female,2000,75-79 years,2129,22632,20441,10565,2822,18569
White,Male/Female,2000,80-84 years,1659,20094,19197,9561,3826,15865
White,Male/Female,2000,85+,1230,19315,20306,10683,9266,15040
White,Male/Female,2000,unknown age,0,0,0,0,0,0
White,Male/Female,2001,<1 year,0,0,0,0,0,0
White,Male/Female,2001,01-04 years,0,0,0,0,0,0
White,Male/Female,2001,05-09 years,0,0,0,0,0,0
White,Male/Female,2001,10-14 years,0,0,0,0,0,0
White,Male/Female,2001,15-19 years,0,0,0,0,0,10
White,Male/Female,2001,20-24 years,0,0,0,0,0,17
White,Male/Female,2001,25-29 years,0,0,0,0,0,68
White,Male/Female,2001,30-34 years,0,0,0,0,0,155
White,Male/Female,2001,35-39 years,0,0,0,0,0,288
White,Male/Female,2001,40-44 years,0,0,0,0,0,578
White,Male/Female,2001,45-49 years,0,0,0,0,0,916
White,Male/Female,2001,50-54 years,0,0,0,0,0,1673
White,Male/Female,2001,55-59 years,0,0,0,0,0,2022
White,Male/Female,2001,60-64 years,0,0,0,0,0,2645
White,Male/Female,2001,65-69 years,0,0,0,0,0,3475
White,Male/Female,2001,70-74 years,0,0,0,0,0,4234
White,Male/Female,2001,75-79 years,0,0,0,0,0,4727
White,Male/Female,2001,80-84 years,0,0,0,0,0,3877
White,Male/Female,2001,85+,0,0,0,0,0,3755
White,Male/Female,2001,unknown age,0,0,0,0,0,0
White,Male/Female,2002,<1 year,0,0,0,0,0,0
White,Male/Female,2002,01-04 years,0,0,0,0,0,0
White,Male/Female,2002,05-09 years,0,0,0,0,0,0
White,Male/Female,2002,10-14 years,0,0,0,0,0,7
White,Male/Female,2002,15-19 years,0,0,0,0,0,10
White,Male/Female,2002,20-24 years,0,0,0,0,0,29
White,Male/Female,2002,25-29 years,0,0,0,0,0,54
White,Male/Female,2002,30-34 years,0,0,0,0,0,122
White,Male/Female,2002,35-39 years,0,0,0,0,0,291
White,Male/Female,2002,40-44 years,0,0,0,0,0,547
White,Male/Female,2002,45-49 years,0,0,0,0,0,1066
White,Male/Female,2002,50-54 years,0,0,0,0,0,1748
White,Male/Female,2002,55-59 years,0,0,0,0,0,2073
White,Male/Female,2002,60-64 years,0,0,0,0,0,2592
White,Male/Female,2002,65-69 years,0,0,0,0,0,3400
White,Male/Female,2002,70-74 years,0,0,0,0,0,4199
White,Male/Female,2002,75-79 years,0,0,0,0,0,4771
White,Male/Female,2002,80-84 years,0,0,0,0,0,3889
White,Male/Female,2002,85+,0,0,0,0,0,3867
White,Male/Female,2002,unknown age,0,0,0,0,0,0
White,Male/Female,2003,<1 year,0,0,0,0,0,0
White,Male/Female,2003,01-04 years,0,0,0,0,0,0
White,Male/Female,2003,05-09 years,0,0,0,0,0,1
White,Male/Female,2003,10-14 years,0,0,0,0,0,5
White,Male/Female,2003,15-19 years,0,0,0,0,0,11
White,Male/Female,2003,20-24 years,0,0,0,0,0,27
White,Male/Female,2003,25-29 years,0,0,0,0,0,64
White,Male/Female,2003,30-34 years,0,0,0,0,0,155
White,Male/Female,2003,35-39 years,0,0,0,0,0,308
White,Male/Female,2003,40-44 years,0,0,0,0,0,567
White,Male/Female,2003,45-49 years,0,0,0,0,0,1001
White,Male/Female,2003,50-54 years,0,0,0,0,0,1818
White,Male/Female,2003,55-59 years,0,0,0,0,0,2189
White,Male/Female,2003,60-64 years,0,0,0,0,0,2631
White,Male/Female,2003,65-69 years,0,0,0,0,0,3388
White,Male/Female,2003,70-74 years,0,0,0,0,0,4182
White,Male/Female,2003,75-79 years,0,0,0,0,0,4595
White,Male/Female,2003,80-84 years,0,0,0,0,0,4169
White,Male/Female,2003,85+,0,0,0,0,0,3694
White,Male/Female,2003,unknown age,0,0,0,0,0,0
White,Male/Female,2004,<1 year,0,0,0,0,0,0
White,Male/Female,2004,01-04 years,0,0,0,0,0,0
White,Male/Female,2004,05-09 years,0,0,0,0,0,0
White,Male/Female,2004,10-14 years,0,0,0,0,0,2
White,Male/Female,2004,15-19 years,0,0,0,0,0,11
White,Male/Female,2004,20-24 years,0,0,0,0,0,27
White,Male/Female,2004,25-29 years,0,0,0,0,0,68
White,Male/Female,2004,30-34 years,0,0,0,0,0,167
White,Male/Female,2004,35-39 years,0,0,0,0,0,284
White,Male/Female,2004,40-44 years,0,0,0,0,0,609
White,Male/Female,2004,45-49 years,0,0,0,0,0,1080
White,Male/Female,2004,50-54 years,0,0,0,0,0,1909
White,Male/Female,2004,55-59 years,0,0,0,0,0,2264
White,Male/Female,2004,60-64 years,0,0,0,0,0,2644
White,Male/Female,2004,65-69 years,0,0,0,0,0,3438
White,Male/Female,2004,70-74 years,0,0,0,0,0,3934
White,Male/Female,2004,75-79 years,0,0,0,0,0,4476
White,Male/Female,2004,80-84 years,0,0,0,0,0,3930
White,Male/Female,2004,85+,0,0,0,0,0,3724
White,Male/Female,2004,unknown age,0,0,0,0,0,0
White,Male/Female,2005,<1 year,0,1,0,0,0,0
White,Male/Female,2005,01-04 years,0,0,0,0,0,0
White,Male/Female,2005,05-09 years,0,0,0,0,0,0
White,Male/Female,2005,10-14 years,0,2,0,1,0,0
White,Male/Female,2005,15-19 years,4,5,6,3,0,0
White,Male/Female,2005,20-24 years,1,14,13,13,1,0
White,Male/Female,2005,25-29 years,3,14,28,12,4,0
White,Male/Female,2005,30-34 years,4,36,63,38,9,0
White,Male/Female,2005,35-39 years,19,67,136,80,11,0
White,Male/Female,2005,40-44 years,35,150,262,129,21,0
White,Male/Female,2005,45-49 years,53,316,411,283,34,0
White,Male/Female,2005,50-54 years,165,684,662,392,50,0
White,Male/Female,2005,55-59 years,169,804,807,520,68,0
White,Male/Female,2005,60-64 years,173,953,878,588,75,0
White,Male/Female,2005,65-69 years,218,1203,1172,576,95,0
White,Male/Female,2005,70-74 years,231,1412,1394,663,145,0
White,Male/Female,2005,75-79 years,242,1592,1405,694,181,0
White,Male/Female,2005,80-84 years,199,1486,1419,648,240,0
White,Male/Female,2005,85+,108,1157,1241,573,492,0
White,Male/Female,2005,unknown age,0,0,0,0,0,0
White,Male/Female,2006,<1 year,0,0,0,0,0,0
White,Male/Female,2006,01-04 years,0,0,0,0,0,0
White,Male/Female,2006,05-09 years,0,0,0,0,0,0
White,Male/Female,2006,10-14 years,0,1,0,2,0,0
White,Male/Female,2006,15-19 years,0,7,6,3,0,0
White,Male/Female,2006,20-24 years,1,7,12,7,0,0
White,Male/Female,2006,25-29 years,1,21,25,25,4,0
White,Male/Female,2006,30-34 years,9,38,63,51,8,0
White,Male/Female,2006,35-39 years,14,85,116,74,10,0
White,Male/Female,2006,40-44 years,20,183,221,156,22,0
White,Male/Female,2006,45-49 years,52,312,422,289,23,0
White,Male/Female,2006,50-54 years,139,704,602,424,49,0
White,Male/Female,2006,55-59 years,158,873,793,527,72,0
White,Male/Female,2006,60-64 years,169,1024,911,598,67,0
White,Male/Female,2006,65-69 years,234,1174,1117,577,96,0
White,Male/Female,2006,70-74 years,232,1414,1170,622,126,0
White,Male/Female,2006,75-79 years,240,1535,1469,657,174,0
White,Male/Female,2006,80-84 years,175,1438,1350,602,261,0
White,Male/Female,2006,85+,132,1270,1182,527,548,0
White,Male/Female,2006,unknown age,0,0,0,0,0,0
White,Male/Female,2007,<1 year,0,0,0,0,0,0
White,Male/Female,2007,01-04 years,0,0,0,0,0,0
White,Male/Female,2007,05-09 years,0,0,0,0,0,0
White,Male/Female,2007,10-14 years,0,2,2,1,0,0
White,Male/Female,2007,15-19 years,1,6,4,3,1,0
White,Male/Female,2007,20-24 years,1,10,17,6,2,0
White,Male/Female,2007,25-29 years,2,15,30,19,6,0
White,Male/Female,2007,30-34 years,5,32,79,36,9,0
White,Male/Female,2007,35-39 years,17,75,109,92,11,0
White,Male/Female,2007,40-44 years,26,188,228,163,24,0
White,Male/Female,2007,45-49 years,41,350,386,246,28,0
White,Male/Female,2007,50-54 years,132,689,606,449,53,0
White,Male/Female,2007,55-59 years,180,844,851,526,63,0
White,Male/Female,2007,60-64 years,184,986,880,554,88,0
White,Male/Female,2007,65-69 years,204,1299,1099,615,99,0
White,Male/Female,2007,70-74 years,236,1404,1183,623,123,0
White,Male/Female,2007,75-79 years,177,1590,1342,656,166,0
White,Male/Female,2007,80-84 years,155,1418,1334,567,278,0
White,Male/Female,2007,85+,118,1196,1188,583,498,0
White,Male/Female,2007,unknown age,0,0,0,0,0,0
White,Male/Female,2008,<1 year,0,0,0,0,0,0
White,Male/Female,2008,01-04 years,0,0,0,0,0,0
White,Male/Female,2008,05-09 years,0,0,0,0,0,0
White,Male/Female,2008,10-14 years,0,1,1,1,0,0
White,Male/Female,2008,15-19 years,0,3,2,5,2,0
White,Male/Female,2008,20-24 years,1,8,14,3,1,0
White,Male/Female,2008,25-29 years,1,15,40,17,1,0
White,Male/Female,2008,30-34 years,4,33,55,33,10,0
White,Male/Female,2008,35-39 years,14,69,120,82,4,0
White,Male/Female,2008,40-44 years,22,188,234,168,15,0
White,Male/Female,2008,45-49 years,53,301,408,287,37,0
White,Male/Female,2008,50-54 years,134,758,661,442,62,0
White,Male/Female,2008,55-59 years,173,849,876,525,66,0
White,Male/Female,2008,60-64 years,182,1055,1003,589,91,0
White,Male/Female,2008,65-69 years,188,1348,1134,582,90,0
White,Male/Female,2008,70-74 years,200,1413,1198,602,139,0
White,Male/Female,2008,75-79 years,205,1478,1287,607,148,0
White,Male/Female,2008,80-84 years,150,1342,1208,552,227,0
White,Male/Female,2008,85+,90,1216,1190,586,525,0
White,Male/Female,2008,unknown age,0,0,0,0,0,0
White,Male/Female,2009,<1 year,0,0,1,0,0,0
White,Male/Female,2009,01-04 years,0,0,0,0,0,0
White,Male/Female,2009,05-09 years,0,0,0,0,0,0
White,Male/Female,2009,10-14 years,0,1,1,0,0,0
White,Male/Female,2009,15-19 years,1,7,3,6,1,0
White,Male/Female,2009,20-24 years,1,13,12,5,3,0
White,Male/Female,2009,25-29 years,2,21,28,23,1,0
White,Male/Female,2009,30-34 years,2,38,65,38,5,0
White,Male/Female,2009,35-39 years,17,101,137,87,8,0
White,Male/Female,2009,40-44 years,20,166,208,166,17,0
White,Male/Female,2009,45-49 years,42,304,404,299,25,0
White,Male/Female,2009,50-54 years,139,748,718,414,54,0
White,Male/Female,2009,55-59 years,171,904,835,576,82,0
White,Male/Female,2009,60-64 years,172,1087,919,615,78,0
White,Male/Female,2009,65-69 years,186,1353,1089,603,104,0
White,Male/Female,2009,70-74 years,194,1419,1160,620,120,0
White,Male/Female,2009,75-79 years,145,1511,1279,615,171,0
White,Male/Female,2009,80-84 years,116,1356,1247,585,219,0
White,Male/Female,2009,85+,85,1317,1242,603,488,0
White,Male/Female,2009,unknown age,0,0,0,0,0,0
White,Male/Female,2010,<1 year,0,0,0,0,0,0
White,Male/Female,2010,01-04 years,0,0,0,0,0,0
White,Male/Female,2010,05-09 years,0,0,0,0,0,0
White,Male/Female,2010,10-14 years,0,0,0,0,0,0
White,Male/Female,2010,15-19 years,0,7,2,3,3,0
White,Male/Female,2010,20-24 years,3,9,12,10,0,0
White,Male/Female,2010,25-29 years,3,27,26,18,5,0
White,Male/Female,2010,30-34 years,1,42,66,34,1,0
White,Male/Female,2010,35-39 years,9,79,123,80,9,0
White,Male/Female,2010,40-44 years,17,188,234,177,19,0
White,Male/Female,2010,45-49 years,59,367,384,309,28,0
White,Male/Female,2010,50-54 years,145,834,751,429,62,0
White,Male/Female,2010,55-59 years,139,889,752,542,50,0
White,Male/Female,2010,60-64 years,166,1078,948,631,83,0
White,Male/Female,2010,65-69 years,190,1269,1058,594,110,0
White,Male/Female,2010,70-74 years,181,1359,1115,580,124,0
White,Male/Female,2010,75-79 years,151,1399,1215,604,142,0
White,Male/Female,2010,80-84 years,112,1247,1153,548,208,0
White,Male/Female,2010,85+,89,1226,1240,622,525,0
White,Male/Female,2010,unknown age,0,0,0,0,0,0
White,Male/Female,2011,<1 year,0,0,0,0,0,0
White,Male/Female,2011,01-04 years,0,0,0,0,0,0
White,Male/Female,2011,05-09 years,0,0,0,0,0,0
White,Male/Female,2011,10-14 years,0,1,2,0,0,0
White,Male/Female,2011,15-19 years,0,6,6,1,0,0
White,Male/Female,2011,20-24 years,0,12,17,10,4,0
White,Male/Female,2011,25-29 years,0,26,32,26,3,0
White,Male/Female,2011,30-34 years,6,55,79,40,5,0
White,Male/Female,2011,35-39 years,9,71,114,74,7,0
White,Male/Female,2011,40-44 years,20,183,207,167,16,0
White,Male/Female,2011,45-49 years,38,360,438,351,27,0
White,Male/Female,2011,50-54 years,139,802,658,457,60,0
White,Male/Female,2011,55-59 years,117,844,776,531,68,0
White,Male/Female,2011,60-64 years,160,1043,965,710,71,0
White,Male/Female,2011,65-69 years,189,1218,1016,627,90,0
White,Male/Female,2011,70-74 years,140,1326,1084,626,115,0
White,Male/Female,2011,75-79 years,122,1247,1126,538,130,0
White,Male/Female,2011,80-84 years,114,1145,1109,542,202,0
White,Male/Female,2011,85+,57,1143,1186,641,499,0
White,Male/Female,2011,unknown age,0,0,0,0,0,0
White,Male/Female,2012,<1 year,0,0,0,0,0,0
White,Male/Female,2012,01-04 years,0,0,0,0,0,0
White,Male/Female,2012,05-09 years,0,0,0,0,0,0
White,Male/Female,2012,10-14 years,0,6,1,0,0,0
White,Male/Female,2012,15-19 years,0,7,5,1,1,0
White,Male/Female,2012,20-24 years,1,16,15,13,2,0
White,Male/Female,2012,25-29 years,1,25,31,31,2,0
White,Male/Female,2012,30-34 years,3,40,56,54,3,0
White,Male/Female,2012,35-39 years,11,88,137,89,8,0
White,Male/Female,2012,40-44 years,13,186,232,165,16,0
White,Male/Female,2012,45-49 years,36,319,396,308,35,0
White,Male/Female,2012,50-54 years,103,792,650,454,46,0
White,Male/Female,2012,55-59 years,122,793,754,559,76,0
White,Male/Female,2012,60-64 years,139,1063,978,716,92,0
White,Male/Female,2012,65-69 years,130,1264,988,601,101,0
White,Male/Female,2012,70-74 years,131,1318,1085,557,119,0
White,Male/Female,2012,75-79 years,99,1228,1086,567,115,0
White,Male/Female,2012,80-84 years,74,1158,1080,565,174,0
White,Male/Female,2012,85+,53,1152,1171,629,463,0
White,Male/Female,2012,unknown age,0,0,0,0,0,0
White,Male/Female,2013,<1 year,0,0,0,0,0,0
White,Male/Female,2013,01-04 years,0,0,0,0,0,0
White,Male/Female,2013,05-09 years,0,0,0,0,0,0
White,Male/Female,2013,10-14 years,0,4,1,0,0,0
White,Male/Female,2013,15-19 years,0,14,7,1,0,0
White,Male/Female,2013,20-24 years,1,24,16,10,2,0
White,Male/Female,2013,25-29 years,4,46,31,26,1,0
White,Male/Female,2013,30-34 years,6,58,57,50,8,0
White,Male/Female,2013,35-39 years,7,77,115,92,6,0
White,Male/Female,2013,40-44 years,21,171,212,159,9,0
White,Male/Female,2013,45-49 years,30,325,420,314,28,0
White,Male/Female,2013,50-54 years,114,805,688,522,57,0
White,Male/Female,2013,55-59 years,120,874,766,542,70,0
White,Male/Female,2013,60-64 years,138,996,909,680,96,0
White,Male/Female,2013,65-69 years,177,1282,1085,675,98,0
White,Male/Female,2013,70-74 years,157,1293,1125,557,125,0
White,Male/Female,2013,75-79 years,98,1268,1042,558,136,0
White,Male/Female,2013,80-84 years,86,1117,1016,498,195,0
White,Male/Female,2013,85+,67,1138,1122,603,469,0
White,Male/Female,2013,unknown age,0,0,0,0,0,0
White,Male/Female,2014,<1 year,0,0,0,0,0,0
White,Male/Female,2014,01-04 years,0,0,0,0,0,0
White,Male/Female,2014,05-09 years,0,2,0,0,0,0
White,Male/Female,2014,10-14 years,0,8,5,3,1,0
White,Male/Female,2014,15-19 years,0,22,4,3,0,0
White,Male/Female,2014,20-24 years,1,26,10,7,1,0
White,Male/Female,2014,25-29 years,1,25,35,25,2,0
White,Male/Female,2014,30-34 years,7,58,79,51,9,0
White,Male/Female,2014,35-39 years,10,86,122,112,10,0
White,Male/Female,2014,40-44 years,18,165,240,181,19,0
White,Male/Female,2014,45-49 years,41,351,346,326,27,0
White,Male/Female,2014,50-54 years,147,807,694,453,59,0
White,Male/Female,2014,55-59 years,116,834,802,608,78,0
White,Male/Female,2014,60-64 years,122,1059,934,639,93,0
White,Male/Female,2014,65-69 years,174,1311,1130,632,105,0
White,Male/Female,2014,70-74 years,179,1276,1011,609,119,0
White,Male/Female,2014,75-79 years,122,1166,957,536,131,0
White,Male/Female,2014,80-84 years,83,1140,992,486,213,0
White,Male/Female,2014,85+,63,1078,1113,557,475,0
White,Male/Female,2014,unknown age,0,0,0,0,0,0
White,Male/Female,2015,<1 year,0,0,0,0,0,0
White,Male/Female,2015,01-04 years,0,0,0,0,0,0
White,Male/Female,2015,05-09 years,0,4,1,0,0,0
White,Male/Female,2015,10-14 years,0,14,1,1,0,0
White,Male/Female,2015,15-19 years,0,23,11,2,1,0
White,Male/Female,2015,20-24 years,0,32,14,5,0,0
White,Male/Female,2015,25-29 years,4,52,46,28,7,0
White,Male/Female,2015,30-34 years,3,73,83,67,6,0
White,Male/Female,2015,35-39 years,10,105,130,96,13,0
White,Male/Female,2015,40-44 years,13,192,254,188,16,0
White,Male/Female,2015,45-49 years,41,333,388,330,23,0
White,Male/Female,2015,50-54 years,106,901,686,482,63,0
White,Male/Female,2015,55-59 years,94,980,807,634,88,0
White,Male/Female,2015,60-64 years,107,1086,971,712,106,0
White,Male/Female,2015,65-69 years,147,1411,1077,707,121,0
White,Male/Female,2015,70-74 years,109,1298,1038,639,131,0
White,Male/Female,2015,75-79 years,98,1194,988,567,158,0
White,Male/Female,2015,80-84 years,76,1076,868,529,200,0
White,Male/Female,2015,85+,59,1071,1084,595,510,0
White,Male/Female,2015,unknown age,0,0,0,0,0,0
White,Male/Female,2016,<1 year,0,0,0,0,0,0
White,Male/Female,2016,01-04 years,0,0,0,0,0,0
White,Male/Female,2016,05-09 years,0,9,2,0,0,0
White,Male/Female,2016,10-14 years,0,33,2,1,0,0
White,Male/Female,2016,15-19 years,0,53,7,6,2,0
White,Male/Female,2016,20-24 years,1,71,19,12,0,0
White,Male/Female,2016,25-29 years,1,86,54,24,1,0
White,Male/Female,2016,30-34 years,2,91,75,48,7,0
White,Male/Female,2016,35-39 years,6,130,133,98,13,0
White,Male/Female,2016,40-44 years,12,217,235,192,18,0
White,Male/Female,2016,45-49 years,29,382,403,332,40,0
White,Male/Female,2016,50-54 years,129,953,632,488,57,0
White,Male/Female,2016,55-59 years,107,915,785,645,89,0
White,Male/Female,2016,60-64 years,125,1132,978,685,119,0
White,Male/Female,2016,65-69 years,124,1324,1123,747,137,0
White,Male/Female,2016,70-74 years,101,1257,1000,615,143,0
White,Male/Female,2016,75-79 years,67,1171,1000,554,163,0
White,Male/Female,2016,80-84 years,66,1031,935,500,212,0
White,Male/Female,2016,85+,52,1018,1056,582,582,0
White,Male/Female,2016,unknown age,0,0,0,0,0,0
White,Male/Female,2017,<1 year,0,0,0,0,0,0
White,Male/Female,2017,01-04 years,0,0,0,0,0,0
White,Male/Female,2017,05-09 years,0,3,2,0,0,0
White,Male/Female,2017,10-14 years,0,36,6,0,0,0
White,Male/Female,2017,15-19 years,0,84,7,1,2,0
White,Male/Female,2017,20-24 years,0,78,15,4,5,0
White,Male/Female,2017,25-29 years,1,84,49,14,6,0
White,Male/Female,2017,30-34 years,9,105,84,57,8,0
White,Male/Female,2017,35-39 years,10,123,144,101,20,0
White,Male/Female,2017,40-44 years,12,189,257,189,17,0
White,Male/Female,2017,45-49 years,37,301,451,372,29,0
White,Male/Female,2017,50-54 years,114,862,782,515,75,0
White,Male/Female,2017,55-59 years,121,880,818,580,101,0
White,Male/Female,2017,60-64 years,114,1071,1019,702,129,0
White,Male/Female,2017,65-69 years,171,1344,1260,751,164,0
White,Male/Female,2017,70-74 years,113,1130,1174,626,142,0
White,Male/Female,2017,75-79 years,94,1045,1112,507,148,0
White,Male/Female,2017,80-84 years,64,838,954,469,193,0
White,Male/Female,2017,85+,69,914,1159,603,505,0
White,Male/Female,2017,unknown age,0,0,0,0,0,0
White,Male/Female,2018,<1 year,0,1,0,0,0,0
White,Male/Female,2018,01-04 years,0,1,0,0,0,0
White,Male/Female,2018,05-09 years,0,4,0,0,0,0
White,Male/Female,2018,10-14 years,0,29,3,0,1,0
White,Male/Female,2018,15-19 years,1,53,9,3,1,0
White,Male/Female,2018,20-24 years,0,69,20,13,3,0
White,Male/Female,2018,25-29 years,3,94,37,26,2,0
White,Male/Female,2018,30-34 years,7,104,81,67,6,0
White,Male/Female,2018,35-39 years,3,147,152,115,13,0
White,Male/Female,2018,40-44 years,13,201,257,194,24,0
White,Male/Female,2018,45-49 years,35,369,450,362,38,0
White,Male/Female,2018,50-54 years,126,722,778,442,85,0
White,Male/Female,2018,55-59 years,91,806,851,611,109,0
White,Male/Female,2018,60-64 years,134,1005,981,658,127,0
White,Male/Female,2018,65-69 years,139,1198,1280,720,171,0
White,Male/Female,2018,70-74 years,124,1236,1143,682,152,0
White,Male/Female,2018,75-79 years,87,994,1025,566,151,0
White,Male/Female,2018,80-84 years,55,879,993,469,201,0
White,Male/Female,2018,85+,55,878,1078,588,487,0
White,Male/Female,2018,unknown age,0,0,0,0,0,0
White,Male/Female,2019,<1 year,0,0,0,0,0,0
White,Male/Female,2019,01-04 years,0,0,0,0,0,0
White,Male/Female,2019,05-09 years,0,3,2,0,0,0
White,Male/Female,2019,10-14 years,0,21,17,1,0,0
White,Male/Female,2019,15-19 years,0,44,26,1,4,0
White,Male/Female,2019,20-24 years,0,55,33,15,3,0
White,Male/Female,2019,25-29 years,5,64,57,40,1,0
White,Male/Female,2019,30-34 years,3,96,97,51,6,0
White,Male/Female,2019,35-39 years,4,130,162,103,20,0
White,Male/Female,2019,40-44 years,12,211,246,204,17,0
White,Male/Female,2019,45-49 years,18,360,413,342,45,0
White,Male/Female,2019,50-54 years,74,800,676,478,69,0
White,Male/Female,2019,55-59 years,60,833,823,650,110,0
White,Male/Female,2019,60-64 years,72,1050,999,746,139,0
White,Male/Female,2019,65-69 years,97,1287,1099,748,179,0
White,Male/Female,2019,70-74 years,78,1323,1121,743,193,0
White,Male/Female,2019,75-79 years,63,1113,973,564,205,0
White,Male/Female,2019,80-84 years,44,975,853,538,199,0
White,Male/Female,2019,85+,39,953,1006,602,578,0
White,Male/Female,2019,unknown age,0,0,0,0,0,0
White,Male/Female,2020,<1 year,0,0,0,0,0,0
White,Male/Female,2020,01-04 years,0,0,0,0,0,0
White,Male/Female,2020,05-09 years,0,7,2,0,0,0
White,Male/Female,2020,10-14 years,0,24,9,1,1,0
White,Male/Female,2020,15-19 years,0,51,27,0,2,0
White,Male/Female,2020,20-24 years,0,60,32,13,5,0
White,Male/Female,2020,25-29 years,0,70,55,26,5,0
White,Male/Female,2020,30-34 years,3,89,85,68,6,0
White,Male/Female,2020,35-39 years,5,150,157,126,13,0
White,Male/Female,2020,40-44 years,9,181,266,209,17,0
White,Male/Female,2020,45-49 years,28,341,463,352,35,0
White,Male/Female,2020,50-54 years,76,907,713,501,75,0
White,Male/Female,2020,55-59 years,69,880,841,660,98,0
White,Male/Female,2020,60-64 years,91,1050,1017,786,133,0
White,Male/Female,2020,65-69 years,92,1305,1121,785,161,0
White,Male/Female,2020,70-74 years,59,1296,1157,720,192,0
White,Male/Female,2020,75-79 years,52,1102,1041,612,173,0
White,Male/Female,2020,80-84 years,38,870,936,495,216,0
White,Male/Female,2020,85+,43,917,1035,633,560,0
White,Male/Female,2020,unknown age,0,0,0,0,0,0
White,Male/Female,2021,<1 year,0,1,0,0,0,0
White,Male/Female,2021,01-04 years,0,0,0,0,0,0
White,Male/Female,2021,05-09 years,0,6,0,0,0,0
White,Male/Female,2021,10-14 years,0,27,10,2,1,0
White,Male/Female,2021,15-19 years,1,53,19,2,1,0
White,Male/Female,2021,20-24 years,0,57,34,4,3,0
White,Male/Female,2021,25-29 years,2,53,57,33,3,0
White,Male/Female,2021,30-34 years,2,106,112,67,3,0
White,Male/Female,2021,35-39 years,6,135,163,116,13,0
White,Male/Female,2021,40-44 years,6,179,270,194,20,0
White,Male/Female,2021,45-49 years,12,304,431,336,46,0
White,Male/Female,2021,50-54 years,42,696,668,470,62,0
White,Male/Female,2021,55-59 years,37,653,741,588,82,0
White,Male/Female,2021,60-64 years,37,874,848,743,146,0
White,Male/Female,2021,65-69 years,65,1059,1054,761,153,0
White,Male/Female,2021,70-74 years,70,1069,1110,668,182,0
White,Male/Female,2021,75-79 years,40,925,961,595,174,0
White,Male/Female,2021,80-84 years,29,780,827,486,184,0
White,Male/Female,2021,85+,24,766,965,574,563,0
White,Male/Female,2021,unknown age,0,0,0,0,0,0
White,Male/Female,2022,<1 year,1,0,0,0,0,0
White,Male/Female,2022,01-04 years,0,1,0,0,0,0
White,Male/Female,2022,05-09 years,0,5,4,0,0,0
White,Male/Female,2022,10-14 years,0,37,11,0,0,0
White,Male/Female,2022,15-19 years,0,39,28,1,0,0
White,Male/Female,2022,20-24 years,0,57,37,5,0,0
White,Male/Female,2022,25-29 years,0,71,63,41,1,0
White,Male/Female,2022,30-34 years,1,83,118,57,11,0
White,Male/Female,2022,35-39 years,3,154,177,131,13,0
White,Male/Female,2022,40-44 years,6,213,300,241,21,0
White,Male/Female,2022,45-49 years,18,346,499,360,40,0
White,Male/Female,2022,50-54 years,47,877,792,508,64,0
White,Male/Female,2022,55-59 years,50,741,780,645,84,0
White,Male/Female,2022,60-64 years,36,974,1065,747,124,0
White,Male/Female,2022,65-69 years,61,1215,1178,790,153,0
White,Male/Female,2022,70-74 years,41,1264,1220,756,160,0
White,Male/Female,2022,75-79 years,27,1074,1133,568,156,0
White,Male/Female,2022,80-84 years,23,798,923,482,204,0
White,Male/Female,2022,85+,27,905,1048,582,499,0
White,Male/Female,2022,unknown age,0,0,0,0,0,0
White,Male,2000,<1 year,1,1,0,0,0,0
White,Male,2000,01-04 years,0,1,0,0,0,0
White,Male,2000,05-09 years,0,21,4,0,0,1
White,Male,2000,10-14 years,0,103,23,8,2,5
White,Male,2000,15-19 years,6,218,73,21,7,21
White,Male,2000,20-24 years,4,272,182,79,21,52
White,Male,2000,25-29 years,11,356,338,232,29,140
White,Male,2000,30-34 years,29,520,718,426,72,316
White,Male,2000,35-39 years,79,903,1247,870,109,612
White,Male,2000,40-44 years,133,1674,2245,1558,177,1159
White,Male,2000,45-49 years,342,3046,3945,2942,335,2058
White,Male,2000,50-54 years,1152,7822,6585,4448,624,3810
White,Male,2000,55-59 years,1258,8591,7954,5761,885,4788
White,Male,2000,60-64 years,1389,10534,9362,6820,1111,5874
White,Male,2000,65-69 years,1649,12593,10666,6588,1335,7526
