Race,Sex,Year,Age,In the natural position of diagnosis,Localized,Regional,Distant,Unknown Stage,Blanks/ Meets NO requirements as whole
Others,Male/Female,2017,45-49 years,4,42,71,61,4,0
Others,Male/Female,2017,50-54 years,17,132,111,98,12,0
Others,Male/Female,2017,55-59 years,19,105,132,107,14,0
Others,Male/Female,2017,60-64 years,19,170,144,122,23,0
Others,Male/Female,2017,65-69 years,29,195,156,129,28,0
Others,Male/Female,2017,70-74 years,14,106,123,78,11,0
Others,Male/Female,2017,75-79 years,14,91,93,68,27,0
Others,Male/Female,2017,80-84 years,7,63,70,63,20,0
Others,Male/Female,2017,85+,11,37,51,52,36,0
Others,Male/Female,2017,unknown age,0,0,0,0,0,0
Others,Male/Female,2018,<1 year,0,0,0,0,0,0
Others,Male/Female,2018,01-04 years,0,0,0,0,0,0
Others,Male/Female,2018,05-09 years,0,0,0,0,0,0
Others,Male/Female,2018,10-14 years,0,1,0,0,0,0
Others,Male/Female,2018,15-19 years,1,1,1,0,0,0
Others,Male/Female,2018,20-24 years,0,5,4,3,1,0
Others,Male/Female,2018,25-29 years,2,9,5,3,1,0
Others,Male/Female,2018,30-34 years,1,9,10,16,1,0
Others,Male/Female,2018,35-39 years,2,16,19,21,2,0
Others,Male/Female,2018,40-44 years,2,25,24,33,1,0
Others,Male/Female,2018,45-49 years,7,54,59,73,7,0
Others,Male/Female,2018,50-54 years,26,95,111,65,18,0
Others,Male/Female,2018,55-59 years,11,127,146,110,21,0
Others,Male/Female,2018,60-64 years,21,133,134,103,22,0
Others,Male/Female,2018,65-69 years,22,169,154,103,23,0
Others,Male/Female,2018,70-74 years,13,126,143,90,19,0
Others,Male/Female,2018,75-79 years,17,96,83,72,20,0
Others,Male/Female,2018,80-84 years,8,74,75,61,28,0
Others,Male/Female,2018,85+,3,50,60,55,34,0
Others,Male/Female,2018,unknown age,0,0,0,0,0,0
Others,Male/Female,2019,<1 year,0,0,0,0,0,0
Others,Male/Female,2019,01-04 years,0,0,0,0,0,0
Others,Male/Female,2019,05-09 years,0,0,0,0,0,0
Others,Male/Female,2019,10-14 years,0,0,1,0,0,0
Others,Male/Female,2019,15-19 years,0,1,0,0,0,0
Others,Male/Female,2019,20-24 years,0,5,0,2,0,0
Others,Male/Female,2019,25-29 years,0,9,3,7,0,0
Others,Male/Female,2019,30-34 years,1,5,14,3,0,0
Others,Male/Female,2019,35-39 years,1,16,30,20,5,0
Others,Male/Female,2019,40-44 years,1,33,38,40,1,0
Others,Male/Female,2019,45-49 years,2,58,40,57,5,0
Others,Male/Female,2019,50-54 years,10,110,101,91,12,0
Others,Male/Female,2019,55-59 years,12,111,109,115,17,0
Others,Male/Female,2019,60-64 years,12,174,151,130,19,0
Others,Male/Female,2019,65-69 years,11,168,143,133,32,0
Others,Male/Female,2019,70-74 years,10,140,123,106,25,0
Others,Male/Female,2019,75-79 years,6,83,85,71,31,0
Others,Male/Female,2019,80-84 years,5,90,80,64,18,0
Others,Male/Female,2019,85+,3,60,58,42,31,0
Others,Male/Female,2019,unknown age,0,0,0,0,0,0
Others,Male/Female,2020,<1 year,0,0,0,0,0,0
Others,Male/Female,2020,01-04 years,0,0,0,0,0,0
Others,Male/Female,2020,05-09 years,0,0,0,0,0,0
Others,Male/Female,2020,10-14 years,0,4,1,0,0,0
Others,Male/Female,2020,15-19 years,0,3,1,0,0,0
Others,Male/Female,2020,20-24 years,0,4,0,1,1,0
Others,Male/Female,2020,25-29 years,0,9,7,3,1,0
Others,Male/Female,2020,30-34 years,1,7,8,11,0,0
Others,Male/Female,2020,35-39 years,2,14,17,20,2,0
Others,Male/Female,2020,40-44 years,1,24,41,38,1,0
Others,Male/Female,2020,45-49 years,4,52,67,57,4,0
Others,Male/Female,2020,50-54 years,5,124,114,95,13,0
Others,Male/Female,2020,55-59 years,8,131,130,109,19,0
Others,Male/Female,2020,60-64 years,10,148,140,133,21,0
Others,Male/Female,2020,65-69 years,12,176,170,136,29,0
Others,Male/Female,2020,70-74 years,5,140,124,117,27,0
Others,Male/Female,2020,75-79 years,3,109,101,90,30,0
Others,Male/Female,2020,80-84 years,9,76,66,54,21,0
Others,Male/Female,2020,85+,3,54,60,49,38,0
Others,Male/Female,2020,unknown age,0,0,0,0,0,0
Others,Male/Female,2021,<1 year,0,0,0,0,0,0
Others,Male/Female,2021,01-04 years,0,0,0,0,0,0
Others,Male/Female,2021,05-09 years,0,0,0,0,0,0
Others,Male/Female,2021,10-14 years,0,1,1,0,0,0
Others,Male/Female,2021,15-19 years,0,2,2,1,0,0
Others,Male/Female,2021,20-24 years,0,4,1,1,2,0
Others,Male/Female,2021,25-29 years,0,5,4,7,0,0
Others,Male/Female,2021,30-34 years,0,9,16,7,0,0
Others,Male/Female,2021,35-39 years,1,16,17,16,1,0
Others,Male/Female,2021,40-44 years,0,24,30,23,0,0
Others,Male/Female,2021,45-49 years,2,49,63,59,7,0
Others,Male/Female,2021,50-54 years,7,102,108,82,5,0
Others,Male/Female,2021,55-59 years,4,103,121,106,14,0
Others,Male/Female,2021,60-64 years,6,113,128,136,17,0
Others,Male/Female,2021,65-69 years,12,158,166,133,21,0
Others,Male/Female,2021,70-74 years,9,111,114,79,29,0
Others,Male/Female,2021,75-79 years,5,77,90,74,25,0
Others,Male/Female,2021,80-84 years,4,60,57,55,21,0
Others,Male/Female,2021,85+,1,57,43,51,35,0
Others,Male/Female,2021,unknown age,0,0,0,0,0,0
Others,Male/Female,2022,<1 year,0,0,0,0,0,0
Others,Male/Female,2022,01-04 years,0,0,0,0,0,0
Others,Male/Female,2022,05-09 years,0,0,0,0,0,0
Others,Male/Female,2022,10-14 years,0,2,0,0,0,0
Others,Male/Female,2022,15-19 years,0,4,2,0,0,0
Others,Male/Female,2022,20-24 years,0,1,3,1,0,0
Others,Male/Female,2022,25-29 years,0,4,11,8,0,0
Others,Male/Female,2022,30-34 years,0,8,24,12,2,0
Others,Male/Female,2022,35-39 years,2,13,21,25,0,0
Others,Male/Female,2022,40-44 years,2,26,41,28,3,0
Others,Male/Female,2022,45-49 years,3,59,63,51,10,0
Others,Male/Female,2022,50-54 years,13,109,108,84,5,0
Others,Male/Female,2022,55-59 years,11,122,110,115,10,0
Others,Male/Female,2022,60-64 years,4,132,155,125,17,0
Others,Male/Female,2022,65-69 years,9,162,167,142,27,0
Others,Male/Female,2022,70-74 years,7,156,156,98,19,0
Others,Male/Female,2022,75-79 years,2,93,119,72,18,0
Others,Male/Female,2022,80-84 years,1,65,78,65,16,0
Others,Male/Female,2022,85+,3,74,47,54,30,0
Others,Male/Female,2022,unknown age,0,0,0,0,0,0
Others,Male,2000,<1 year,0,0,0,0,0,0
Others,Male,2000,01-04 years,0,0,0,0,0,0
Others,Male,2000,05-09 years,0,0,0,0,0,0
Others,Male,2000,10-14 years,0,6,2,1,0,0
Others,Male,2000,15-19 years,2,13,8,6,0,2
Others,Male,2000,20-24 years,0,16,19,12,3,4
Others,Male,2000,25-29 years,3,32,33,33,2,16
Others,Male,2000,30-34 years,6,46,77,59,9,43
Others,Male,2000,35-39 years,10,90,158,119,17,79
Others,Male,2000,40-44 years,20,211,328,251,22,192
Others,Male,2000,45-49 years,52,419,537,496,57,307
Others,Male,2000,50-54 years,176,1038,978,771,97,556
Others,Male,2000,55-59 years,174,1257,1147,997,150,650
Others,Male,2000,60-64 years,221,1368,1233,1055,200,757
Others,Male,2000,65-69 years,246,1499,1280,991,226,796
Others,Male,2000,70-74 years,199,1241,1116,801,198,760
Others,Male,2000,75-79 years,144,939,798,572,185,683
Others,Male,2000,80-84 years,90,634,533,442,169,487
Others,Male,2000,85+,48,389,351,305,226,347
Others,Male,2000,unknown age,0,0,0,0,0,0
Others,Male,2001,<1 year,0,0,0,0,0,0
Others,Male,2001,01-04 years,0,0,0,0,0,0
Others,Male,2001,05-09 years,0,0,0,0,0,0
Others,Male,2001,10-14 years,0,0,0,0,0,0
Others,Male,2001,15-19 years,0,0,0,0,0,0
Others,Male,2001,20-24 years,0,0,0,0,0,1
Others,Male,2001,25-29 years,0,0,0,0,0,7
Others,Male,2001,30-34 years,0,0,0,0,0,9
Others,Male,2001,35-39 years,0,0,0,0,0,21
Others,Male,2001,40-44 years,0,0,0,0,0,50
Others,Male,2001,45-49 years,0,0,0,0,0,78
Others,Male,2001,50-54 years,0,0,0,0,0,110
Others,Male,2001,55-59 years,0,0,0,0,0,154
Others,Male,2001,60-64 years,0,0,0,0,0,195
Others,Male,2001,65-69 years,0,0,0,0,0,173
Others,Male,2001,70-74 years,0,0,0,0,0,191
Others,Male,2001,75-79 years,0,0,0,0,0,175
Others,Male,2001,80-84 years,0,0,0,0,0,137
Others,Male,2001,85+,0,0,0,0,0,86
Others,Male,2001,unknown age,0,0,0,0,0,0
Others,Male,2002,<1 year,0,0,0,0,0,0
Others,Male,2002,01-04 years,0,0,0,0,0,0
Others,Male,2002,05-09 years,0,0,0,0,0,0
Others,Male,2002,10-14 years,0,0,0,0,0,0
Others,Male,2002,15-19 years,0,0,0,0,0,0
Others,Male,2002,20-24 years,0,0,0,0,0,0
Others,Male,2002,25-29 years,0,0,0,0,0,2
Others,Male,2002,30-34 years,0,0,0,0,0,5
Others,Male,2002,35-39 years,0,0,0,0,0,22
Others,Male,2002,40-44 years,0,0,0,0,0,43
Others,Male,2002,45-49 years,0,0,0,0,0,68
Others,Male,2002,50-54 years,0,0,0,0,0,142
Others,Male,2002,55-59 years,0,0,0,0,0,154
Others,Male,2002,60-64 years,0,0,0,0,0,189
Others,Male,2002,65-69 years,0,0,0,0,0,193
Others,Male,2002,70-74 years,0,0,0,0,0,181
Others,Male,2002,75-79 years,0,0,0,0,0,195
Others,Male,2002,80-84 years,0,0,0,0,0,124
Others,Male,2002,85+,0,0,0,0,0,81
Others,Male,2002,unknown age,0,0,0,0,0,0
Others,Male,2003,<1 year,0,0,0,0,0,0
Others,Male,2003,01-04 years,0,0,0,0,0,0
Others,Male,2003,05-09 years,0,0,0,0,0,0
Others,Male,2003,10-14 years,0,0,0,0,0,0
Others,Male,2003,15-19 years,0,0,0,0,0,0
Others,Male,2003,20-24 years,0,0,0,0,0,2
Others,Male,2003,25-29 years,0,0,0,0,0,3
Others,Male,2003,30-34 years,0,0,0,0,0,18
Others,Male,2003,35-39 years,0,0,0,0,0,17
Others,Male,2003,40-44 years,0,0,0,0,0,51
Others,Male,2003,45-49 years,0,0,0,0,0,71
Others,Male,2003,50-54 years,0,0,0,0,0,143
Others,Male,2003,55-59 years,0,0,0,0,0,185
Others,Male,2003,60-64 years,0,0,0,0,0,180
Others,Male,2003,65-69 years,0,0,0,0,0,194
Others,Male,2003,70-74 years,0,0,0,0,0,177
Others,Male,2003,75-79 years,0,0,0,0,0,158
Others,Male,2003,80-84 years,0,0,0,0,0,107
Others,Male,2003,85+,0,0,0,0,0,97
Others,Male,2003,unknown age,0,0,0,0,0,0
Others,Male,2004,<1 year,0,0,0,0,0,0
Others,Male,2004,01-04 years,0,0,0,0,0,0
Others,Male,2004,05-09 years,0,0,0,0,0,0
Others,Male,2004,10-14 years,0,0,0,0,0,0
Others,Male,2004,15-19 years,0,0,0,0,0,2
Others,Male,2004,20-24 years,0,0,0,0,0,1
Others,Male,2004,25-29 years,0,0,0,0,0,4
Others,Male,2004,30-34 years,0,0,0,0,0,11
Others,Male,2004,35-39 years,0,0,0,0,0,19
Others,Male,2004,40-44 years,0,0,0,0,0,48
Others,Male,2004,45-49 years,0,0,0,0,0,90
Others,Male,2004,50-54 years,0,0,0,0,0,161
Others,Male,2004,55-59 years,0,0,0,0,0,157
Others,Male,2004,60-64 years,0,0,0,0,0,193
Others,Male,2004,65-69 years,0,0,0,0,0,236
Others,Male,2004,70-74 years,0,0,0,0,0,211
Others,Male,2004,75-79 years,0,0,0,0,0,155
Others,Male,2004,80-84 years,0,0,0,0,0,119
Others,Male,2004,85+,0,0,0,0,0,83
Others,Male,2004,unknown age,0,0,0,0,0,0
Others,Male,2005,<1 year,0,0,0,0,0,0
Others,Male,2005,01-04 years,0,0,0,0,0,0
Others,Male,2005,05-09 years,0,0,0,0,0,0
Others,Male,2005,10-14 years,0,0,0,0,0,0
Others,Male,2005,15-19 years,1,0,2,2,0,0
Others,Male,2005,20-24 years,0,0,2,2,0,0
Others,Male,2005,25-29 years,0,0,3,0,0,0
Others,Male,2005,30-34 years,0,2,5,2,0,0
Others,Male,2005,35-39 years,1,2,9,5,0,0
Others,Male,2005,40-44 years,1,15,21,7,3,0
Others,Male,2005,45-49 years,4,23,24,21,4,0
Others,Male,2005,50-54 years,20,40,53,36,5,0
Others,Male,2005,55-59 years,18,58,68,31,12,0
Others,Male,2005,60-64 years,16,62,61,52,8,0
Others,Male,2005,65-69 years,18,73,76,38,10,0
Others,Male,2005,70-74 years,16,63,84,38,12,0
Others,Male,2005,75-79 years,11,53,49,40,7,0
Others,Male,2005,80-84 years,8,44,35,30,18,0
Others,Male,2005,85+,7,28,20,16,13,0
Others,Male,2005,unknown age,0,0,0,0,0,0
Others,Male,2006,<1 year,0,0,0,0,0,0
Others,Male,2006,01-04 years,0,0,0,0,0,0
Others,Male,2006,05-09 years,0,0,0,0,0,0
Others,Male,2006,10-14 years,0,0,0,1,0,0
Others,Male,2006,15-19 years,0,1,1,0,0,0
Others,Male,2006,20-24 years,0,1,3,2,0,0
Others,Male,2006,25-29 years,0,0,1,2,0,0
Others,Male,2006,30-34 years,0,1,2,3,1,0
Others,Male,2006,35-39 years,1,6,6,5,0,0
Others,Male,2006,40-44 years,1,11,27,12,2,0
Others,Male,2006,45-49 years,6,21,30,18,3,0
Others,Male,2006,50-54 years,6,59,52,24,6,0
Others,Male,2006,55-59 years,17,55,60,43,7,0
Others,Male,2006,60-64 years,17,56,73,50,6,0
Others,Male,2006,65-69 years,20,72,57,59,10,0
Others,Male,2006,70-74 years,20,79,73,38,6,0
Others,Male,2006,75-79 years,12,63,46,36,11,0
Others,Male,2006,80-84 years,11,44,39,23,9,0
Others,Male,2006,85+,6,24,22,11,15,0
Others,Male,2006,unknown age,0,0,0,0,0,0
Others,Male,2007,<1 year,0,0,0,0,0,0
Others,Male,2007,01-04 years,0,0,0,0,0,0
Others,Male,2007,05-09 years,0,0,0,0,0,0
Others,Male,2007,10-14 years,0,0,0,0,0,0
Others,Male,2007,15-19 years,0,0,0,0,0,0
Others,Male,2007,20-24 years,0,0,1,1,0,0
Others,Male,2007,25-29 years,0,2,1,1,0,0
Others,Male,2007,30-34 years,0,1,2,2,1,0
Others,Male,2007,35-39 years,0,5,12,4,1,0
Others,Male,2007,40-44 years,3,17,20,13,1,0
Others,Male,2007,45-49 years,0,23,17,19,2,0
Others,Male,2007,50-54 years,11,42,52,40,4,0
Others,Male,2007,55-59 years,11,80,68,55,3,0
Others,Male,2007,60-64 years,12,73,57,47,8,0
Others,Male,2007,65-69 years,23,84,54,39,13,0
Others,Male,2007,70-74 years,14,72,71,51,12,0
Others,Male,2007,75-79 years,8,54,56,23,12,0
Others,Male,2007,80-84 years,10,41,31,17,14,0
Others,Male,2007,85+,4,21,24,21,11,0
Others,Male,2007,unknown age,0,0,0,0,0,0
Others,Male,2008,<1 year,0,0,0,0,0,0
Others,Male,2008,01-04 years,0,0,0,0,0,0
Others,Male,2008,05-09 years,0,0,0,0,0,0
Others,Male,2008,10-14 years,0,0,0,0,0,0
Others,Male,2008,15-19 years,0,0,1,1,0,0
Others,Male,2008,20-24 years,0,1,2,0,0,0
Others,Male,2008,25-29 years,0,0,1,3,0,0
Others,Male,2008,30-34 years,0,1,5,1,0,0
Others,Male,2008,35-39 years,0,3,12,6,0,0
Others,Male,2008,40-44 years,2,11,16,13,2,0
Others,Male,2008,45-49 years,2,16,29,25,10,0
Others,Male,2008,50-54 years,8,63,45,34,4,0
Others,Male,2008,55-59 years,7,77,83,53,7,0
Others,Male,2008,60-64 years,20,77,82,41,9,0
Others,Male,2008,65-69 years,17,84,68,35,7,0
Others,Male,2008,70-74 years,12,65,54,46,14,0
Others,Male,2008,75-79 years,11,49,48,20,3,0
Others,Male,2008,80-84 years,6,40,27,21,8,0
Others,Male,2008,85+,7,21,19,24,10,0
Others,Male,2008,unknown age,0,0,0,0,0,0
Others,Male,2009,<1 year,0,0,0,0,0,0
Others,Male,2009,01-04 years,0,0,0,0,0,0
Others,Male,2009,05-09 years,0,0,0,0,0,0
Others,Male,2009,10-14 years,0,0,0,0,0,0
Others,Male,2009,15-19 years,0,0,0,1,0,0
Others,Male,2009,20-24 years,0,2,0,0,0,0
Others,Male,2009,25-29 years,0,0,0,1,0,0
Others,Male,2009,30-34 years,0,4,2,2,0,0
Others,Male,2009,35-39 years,2,3,5,6,1,0
Others,Male,2009,40-44 years,1,2,9,17,3,0
Others,Male,2009,45-49 years,5,25,27,30,1,0
Others,Male,2009,50-54 years,10,54,62,44,3,0
Others,Male,2009,55-59 years,19,69,56,55,9,0
Others,Male,2009,60-64 years,22,87,58,49,8,0
Others,Male,2009,65-69 years,21,65,74,47,9,0
Others,Male,2009,70-74 years,17,86,75,45,10,0
Others,Male,2009,75-79 years,9,59,44,32,15,0
Others,Male,2009,80-84 years,6,38,37,25,10,0
Others,Male,2009,85+,2,27,23,11,9,0
Others,Male,2009,unknown age,0,0,0,0,0,0
Others,Male,2010,<1 year,0,0,0,0,0,0
Others,Male,2010,01-04 years,0,0,0,0,0,0
Others,Male,2010,05-09 years,0,0,0,0,0,0
Others,Male,2010,10-14 years,0,0,0,0,0,0
Others,Male,2010,15-19 years,0,0,0,0,0,0
Others,Male,2010,20-24 years,0,0,0,0,0,0
Others,Male,2010,25-29 years,0,0,1,0,0,0
Others,Male,2010,30-34 years,0,1,3,1,0,0
Others,Male,2010,35-39 years,1,7,6,5,1,0
Others,Male,2010,40-44 years,0,13,23,14,2,0
Others,Male,2010,45-49 years,5,21,35,32,4,0
Others,Male,2010,50-54 years,9,62,70,37,7,0
Others,Male,2010,55-59 years,14,92,53,59,3,0
Others,Male,2010,60-64 years,18,77,66,47,11,0
Others,Male,2010,65-69 years,17,74,57,51,9,0
Others,Male,2010,70-74 years,21,71,64,34,13,0
Others,Male,2010,75-79 years,12,63,53,31,11,0
Others,Male,2010,80-84 years,7,41,27,25,12,0
Others,Male,2010,85+,4,25,21,19,10,0
Others,Male,2010,unknown age,0,0,0,0,0,0
Others,Male,2011,<1 year,0,0,0,0,0,0
Others,Male,2011,01-04 years,0,0,0,0,0,0
Others,Male,2011,05-09 years,0,0,0,0,0,0
Others,Male,2011,10-14 years,0,0,1,0,0,0
Others,Male,2011,15-19 years,0,0,0,0,0,0
Others,Male,2011,20-24 years,0,2,3,1,0,0
Others,Male,2011,25-29 years,0,0,2,1,0,0
Others,Male,2011,30-34 years,0,2,2,2,1,0
Others,Male,2011,35-39 years,0,4,7,3,0,0
Others,Male,2011,40-44 years,2,11,15,14,1,0
Others,Male,2011,45-49 years,4,28,29,37,2,0
Others,Male,2011,50-54 years,17,52,59,40,4,0
Others,Male,2011,55-59 years,12,75,56,54,7,0
Others,Male,2011,60-64 years,15,80,60,68,12,0
Others,Male,2011,65-69 years,19,66,61,48,7,0
Others,Male,2011,70-74 years,16,71,61,40,8,0
Others,Male,2011,75-79 years,11,53,36,23,10,0
Others,Male,2011,80-84 years,4,38,35,29,5,0
Others,Male,2011,85+,1,21,29,14,10,0
Others,Male,2011,unknown age,0,0,0,0,0,0
Others,Male,2012,<1 year,0,0,0,0,0,0
Others,Male,2012,01-04 years,0,0,0,0,0,0
Others,Male,2012,05-09 years,0,0,0,0,0,0
Others,Male,2012,10-14 years,0,0,0,0,0,0
Others,Male,2012,15-19 years,0,1,1,0,0,0
Others,Male,2012,20-24 years,0,0,1,0,0,0
Others,Male,2012,25-29 years,0,4,1,5,0,0
Others,Male,2012,30-34 years,1,3,1,7,0,0
Others,Male,2012,35-39 years,1,8,5,5,0,0
Others,Male,2012,40-44 years,1,11,19,10,2,0
Others,Male,2012,45-49 years,1,28,40,26,3,0
Others,Male,2012,50-54 years,12,58,49,51,6,0
Others,Male,2012,55-59 years,10,69,57,52,8,0
Others,Male,2012,60-64 years,10,75,73,55,10,0
Others,Male,2012,65-69 years,13,83,53,54,11,0
Others,Male,2012,70-74 years,14,77,62,34,8,0
Others,Male,2012,75-79 years,11,59,41,27,5,0
Others,Male,2012,80-84 years,8,33,27,30,7,0
Others,Male,2012,85+,2,25,26,22,10,0
Others,Male,2012,unknown age,0,0,0,0,0,0
Others,Male,2013,<1 year,0,0,0,0,0,0
Others,Male,2013,01-04 years,0,0,0,0,0,0
Others,Male,2013,05-09 years,0,0,0,0,0,0
Others,Male,2013,10-14 years,0,0,0,0,0,0
Others,Male,2013,15-19 years,0,0,0,0,0,0
Others,Male,2013,20-24 years,0,1,1,1,0,0
Others,Male,2013,25-29 years,2,1,1,1,0,0
Others,Male,2013,30-34 years,0,3,6,2,1,0
Others,Male,2013,35-39 years,0,2,5,9,0,0
Others,Male,2013,40-44 years,3,11,15,18,1,0
Others,Male,2013,45-49 years,2,25,41,28,3,0
Others,Male,2013,50-54 years,6,56,57,53,6,0
Others,Male,2013,55-59 years,10,69,63,40,8,0
Others,Male,2013,60-64 years,11,68,58,59,11,0
Others,Male,2013,65-69 years,17,98,75,57,7,0
Others,Male,2013,70-74 years,15,68,61,58,10,0
Others,Male,2013,75-79 years,13,52,48,38,6,0
Others,Male,2013,80-84 years,4,30,28,28,9,0
Others,Male,2013,85+,1,22,15,20,11,0
Others,Male,2013,unknown age,0,0,0,0,0,0
Others,Male,2014,<1 year,0,0,0,0,0,0
Others,Male,2014,01-04 years,0,0,0,0,0,0
Others,Male,2014,05-09 years,0,0,0,0,0,0
Others,Male,2014,10-14 years,0,0,0,0,0,0
Others,Male,2014,15-19 years,0,1,0,1,0,0
Others,Male,2014,20-24 years,0,0,0,0,0,0
Others,Male,2014,25-29 years,0,0,2,2,0,0
Others,Male,2014,30-34 years,0,4,4,0,1,0
Others,Male,2014,35-39 years,2,1,8,10,1,0
Others,Male,2014,40-44 years,1,11,25,11,0,0
Others,Male,2014,45-49 years,4,21,32,29,1,0
Others,Male,2014,50-54 years,18,58,59,49,4,0
Others,Male,2014,55-59 years,11,72,64,68,11,0
Others,Male,2014,60-64 years,17,91,80,49,9,0
Others,Male,2014,65-69 years,12,87,70,54,12,0
Others,Male,2014,70-74 years,16,61,49,40,11,0
Others,Male,2014,75-79 years,8,52,37,35,8,0
Others,Male,2014,80-84 years,6,39,36,23,7,0
Others,Male,2014,85+,2,19,17,12,17,0
Others,Male,2014,unknown age,0,0,0,0,0,0
Others,Male,2015,<1 year,0,0,0,0,0,0
Others,Male,2015,01-04 years,0,0,0,0,0,0
Others,Male,2015,05-09 years,0,0,0,0,0,0
Others,Male,2015,10-14 years,0,0,0,0,0,0
Others,Male,2015,15-19 years,0,0,0,0,0,0
Others,Male,2015,20-24 years,0,0,2,0,0,0
Others,Male,2015,25-29 years,1,1,3,2,1,0
Others,Male,2015,30-34 years,1,4,3,5,0,0
Others,Male,2015,35-39 years,1,7,9,7,1,0
Others,Male,2015,40-44 years,0,12,13,12,0,0
Others,Male,2015,45-49 years,4,19,26,30,1,0
Others,Male,2015,50-54 years,8,71,54,42,6,0
Others,Male,2015,55-59 years,6,86,60,62,7,0
Others,Male,2015,60-64 years,15,81,63,66,10,0
Others,Male,2015,65-69 years,9,92,78,55,12,0
Others,Male,2015,70-74 years,11,65,48,34,15,0
Others,Male,2015,75-79 years,10,48,36,29,6,0
Others,Male,2015,80-84 years,1,30,16,20,12,0
Others,Male,2015,85+,0,19,12,16,12,0
Others,Male,2015,unknown age,0,0,0,0,0,0
Others,Male,2016,<1 year,0,0,0,0,0,0
Others,Male,2016,01-04 years,0,0,0,0,0,0
Others,Male,2016,05-09 years,0,0,0,0,0,0
Others,Male,2016,10-14 years,0,0,0,0,0,0
Others,Male,2016,15-19 years,0,1,1,1,0,0
Others,Male,2016,20-24 years,0,2,1,0,0,0
Others,Male,2016,25-29 years,0,5,3,2,0,0
Others,Male,2016,30-34 years,1,0,2,4,2,0
Others,Male,2016,35-39 years,0,5,9,5,1,0
Others,Male,2016,40-44 years,1,13,13,15,1,0
Others,Male,2016,45-49 years,4,16,31,22,2,0
Others,Male,2016,50-54 years,12,70,49,42,8,0
Others,Male,2016,55-59 years,7,86,68,60,6,0
Others,Male,2016,60-64 years,9,82,67,68,12,0
Others,Male,2016,65-69 years,9,86,89,58,15,0
Others,Male,2016,70-74 years,4,80,46,44,9,0
Others,Male,2016,75-79 years,4,57,49,33,12,0
Others,Male,2016,80-84 years,4,41,35,13,9,0
Others,Male,2016,85+,4,19,21,14,12,0
Others,Male,2016,unknown age,0,0,0,0,0,0
Others,Male,2017,<1 year,0,0,0,0,0,0
Others,Male,2017,01-04 years,0,0,0,0,0,0
Others,Male,2017,05-09 years,0,0,0,0,0,0
Others,Male,2017,10-14 years,0,0,0,0,0,0
Others,Male,2017,15-19 years,0,3,1,0,0,0
Others,Male,2017,20-24 years,0,0,1,1,0,0
Others,Male,2017,25-29 years,0,0,1,1,0,0
Others,Male,2017,30-34 years,2,4,3,3,0,0
Others,Male,2017,35-39 years,0,6,11,5,4,0
Others,Male,2017,40-44 years,1,13,29,15,0,0
Others,Male,2017,45-49 years,3,13,34,32,3,0
Others,Male,2017,50-54 years,10,58,46,49,8,0
Others,Male,2017,55-59 years,9,43,71,64,13,0
Others,Male,2017,60-64 years,11,98,76,67,16,0
Others,Male,2017,65-69 years,19,111,77,66,22,0
Others,Male,2017,70-74 years,5,56,55,42,3,0
Others,Male,2017,75-79 years,6,49,39,29,12,0
Others,Male,2017,80-84 years,4,19,26,30,4,0
Others,Male,2017,85+,3,13,9,21,14,0
Others,Male,2017,unknown age,0,0,0,0,0,0
Others,Male,2018,<1 year,0,0,0,0,0,0
Others,Male,2018,01-04 years,0,0,0,0,0,0
Others,Male,2018,05-09 years,0,0,0,0,0,0
Others,Male,2018,10-14 years,0,0,0,0,0,0
Others,Male,2018,15-19 years,1,1,0,0,0,0
Others,Male,2018,20-24 years,0,3,0,3,1,0
Others,Male,2018,25-29 years,0,6,2,1,0,0
Others,Male,2018,30-34 years,0,2,6,4,1,0
Others,Male,2018,35-39 years,0,7,9,12,2,0
Others,Male,2018,40-44 years,1,9,8,24,1,0
Others,Male,2018,45-49 years,3,29,24,29,5,0
Others,Male,2018,50-54 years,13,48,61,30,8,0
Others,Male,2018,55-59 years,7,76,88,59,13,0
Others,Male,2018,60-64 years,8,69,58,52,17,0
Others,Male,2018,65-69 years,10,86,86,49,15,0
Others,Male,2018,70-74 years,5,59,63,52,8,0
Others,Male,2018,75-79 years,9,57,35,36,8,0
Others,Male,2018,80-84 years,3,29,24,22,13,0
Others,Male,2018,85+,1,19,15,15,14,0
Others,Male,2018,unknown age,0,0,0,0,0,0
Others,Male,2019,<1 year,0,0,0,0,0,0
Others,Male,2019,01-04 years,0,0,0,0,0,0
Others,Male,2019,05-09 years,0,0,0,0,0,0
Others,Male,2019,10-14 years,0,0,0,0,0,0
Others,Male,2019,15-19 years,0,0,0,0,0,0
Others,Male,2019,20-24 years,0,1,0,0,0,0
Others,Male,2019,25-29 years,0,3,0,3,0,0
Others,Male,2019,30-34 years,1,1,8,2,0,0
Others,Male,2019,35-39 years,0,8,16,7,3,0
Others,Male,2019,40-44 years,1,15,22,14,0,0
Others,Male,2019,45-49 years,2,26,18,30,2,0
Others,Male,2019,50-54 years,5,61,49,53,6,0
Others,Male,2019,55-59 years,5,59,53,61,10,0
Others,Male,2019,60-64 years,8,84,76,73,14,0
Others,Male,2019,65-69 years,5,70,79,65,18,0
Others,Male,2019,70-74 years,4,70,58,58,17,0
Others,Male,2019,75-79 years,4,39,46,30,17,0
Others,Male,2019,80-84 years,2,44,31,24,7,0
