"Race recode (White, Black, Other)","Sex","Year of diagnosis","Age recode with <1 year olds","In_situ","Localized","Regional","Distant","NA","Unknownunstaged","Blanks"
4,0,16,12,4,18,5,0,0,0,0
4,0,16,13,2,16,2,2,0,7,0
4,0,16,14,3,22,4,1,0,5,0
4,0,16,15,2,8,2,1,0,1,0
4,0,16,16,0,7,1,1,0,3,0
4,0,16,17,1,3,2,1,0,1,0
4,0,16,18,0,5,2,3,0,1,0
4,0,16,19,0,0,0,0,0,0,0
4,0,17,0,0,0,0,0,0,0,0
4,0,17,1,0,0,0,0,0,0,0
4,0,17,2,0,0,0,0,0,0,0
4,0,17,3,0,0,0,0,0,0,0
4,0,17,4,0,1,0,0,0,1,0
4,0,17,5,0,3,0,0,0,0,0
4,0,17,6,0,2,0,0,0,1,0
4,0,17,7,0,1,1,0,0,0,0
4,0,17,8,1,3,2,1,0,1,0
4,0,17,9,0,4,4,0,0,1,0
4,0,17,10,2,10,4,3,0,2,0
4,0,17,11,3,19,7,4,0,8,0
4,0,17,12,8,18,7,2,0,10,0
4,0,17,13,2,20,9,2,0,2,0
4,0,17,14,8,12,7,1,0,4,0
4,0,17,15,4,3,8,2,0,5,0
4,0,17,16,5,9,2,1,0,2,0
4,0,17,17,1,5,5,0,0,4,0
4,0,17,18,1,2,5,0,0,6,0
4,0,17,19,0,0,0,0,0,0,0
4,0,18,0,0,0,0,0,0,0,0
4,0,18,1,0,0,0,0,0,0,0
4,0,18,2,0,0,0,0,0,0,0
4,0,18,3,0,2,0,0,0,0,0
4,0,18,4,0,1,0,0,0,0,0
4,0,18,5,0,1,0,0,0,0,0
4,0,18,6,0,1,0,1,0,0,0
4,0,18,7,0,1,3,1,0,0,0
4,0,18,8,0,3,1,1,0,0,0
4,0,18,9,0,7,4,2,0,0,0
4,0,18,10,3,8,8,2,0,1,0
4,0,18,11,1,6,6,6,0,5,0
4,0,18,12,3,12,8,4,0,3,0
4,0,18,13,10,10,4,3,0,10,0
4,0,18,14,4,15,4,4,0,7,0
4,0,18,15,4,20,5,1,0,10,0
4,0,18,16,0,8,3,2,0,3,0
4,0,18,17,1,4,7,0,0,3,0
4,0,18,18,0,0,2,2,0,6,0
4,0,18,19,0,0,0,0,0,0,0
4,0,19,0,0,0,0,0,0,0,0
4,0,19,1,0,0,0,0,0,0,0
4,0,19,2,0,0,0,0,0,0,0
4,0,19,3,0,1,0,0,0,0,0
4,0,19,4,0,3,1,0,0,1,0
4,0,19,5,0,2,2,0,0,0,0
4,0,19,6,0,5,0,0,0,0,0
4,0,19,7,0,4,1,3,0,1,0
4,0,19,8,0,1,4,1,0,2,0
4,0,19,9,0,5,6,1,0,4,0
4,0,19,10,1,8,8,2,0,3,0
4,0,19,11,7,22,7,6,0,6,0
4,0,19,12,3,20,10,2,0,13,0
4,0,19,13,1,25,5,3,0,13,0
4,0,19,14,4,18,11,3,0,7,0
4,0,19,15,3,13,10,2,0,14,0
4,0,19,16,6,13,7,2,0,4,0
4,0,19,17,1,7,3,1,0,0,0
4,0,19,18,1,5,1,0,0,3,0
4,0,19,19,0,0,0,0,0,0,0
4,0,20,0,0,0,0,0,0,0,0
4,0,20,1,0,0,0,0,0,0,0
4,0,20,2,0,0,0,0,0,0,0
4,0,20,3,0,0,0,0,0,0,0
4,0,20,4,0,6,0,0,0,1,0
4,0,20,5,0,1,1,0,0,0,0
4,0,20,6,0,2,1,0,0,0,0
4,0,20,7,1,4,1,0,0,0,0
4,0,20,8,0,3,2,0,0,0,0
4,0,20,9,2,5,1,2,0,0,0
4,0,20,10,7,5,7,3,0,3,0
4,0,20,11,4,15,6,1,0,7,0
4,0,20,12,2,24,12,3,0,11,0
4,0,20,13,5,25,12,0,0,9,0
4,0,20,14,2,11,10,3,0,10,0
4,0,20,15,0,15,9,3,0,9,0
4,0,20,16,2,10,7,2,0,7,0
4,0,20,17,0,3,5,3,0,4,0
4,0,20,18,1,2,2,0,0,5,0
4,0,20,19,0,0,0,0,0,0,0
4,0,21,0,0,0,0,0,0,0,0
4,0,21,1,0,0,0,0,0,0,0
4,0,21,2,0,0,0,0,0,0,0
4,0,21,3,0,2,0,0,0,0,0
4,0,21,4,0,3,0,0,0,0,0
4,0,21,5,0,1,0,0,0,0,0
4,0,21,6,0,1,1,0,0,0,0
4,0,21,7,0,1,2,0,0,0,0
4,0,21,8,0,9,3,1,0,4,0
4,0,21,9,1,8,3,1,0,2,0
4,0,21,10,1,7,4,3,0,8,0
4,0,21,11,5,20,11,6,0,7,0
4,0,21,12,2,20,14,9,0,9,0
4,0,21,13,3,12,8,8,0,8,0
4,0,21,14,0,16,11,5,0,12,0
4,0,21,15,2,10,15,5,0,10,0
4,0,21,16,1,6,7,6,0,3,0
4,0,21,17,0,5,10,7,0,2,0
4,0,21,18,1,9,5,1,0,8,0
4,0,21,19,0,0,0,0,0,0,0
4,0,22,0,0,0,0,0,0,0,0
4,0,22,1,0,0,0,0,0,0,0
4,0,22,2,0,0,0,0,0,0,0
4,0,22,3,0,0,1,0,0,0,0
4,0,22,4,0,1,0,0,0,0,0
4,0,22,5,0,5,2,0,0,0,0
4,0,22,6,0,3,2,0,0,0,0
4,0,22,7,0,2,3,0,0,4,0
4,0,22,8,0,7,2,3,0,2,0
4,0,22,9,0,6,4,4,0,5,0
4,0,22,10,1,16,9,7,0,7,0
4,0,22,11,3,25,16,9,0,15,0
4,0,22,12,4,22,5,11,0,8,0
4,0,22,13,2,17,15,11,0,14,0
4,0,22,14,3,28,14,6,0,12,0
4,0,22,15,0,23,10,12,0,12,0
4,0,22,16,0,10,13,3,0,7,0
4,0,22,17,0,11,9,1,0,6,0
4,0,22,18,1,10,3,2,0,16,0
4,0,22,19,0,0,0,0,0,0,0
4,1,0,0,0,1,0,0,0,0,0
4,1,0,1,0,0,0,0,0,0,0
4,1,0,2,0,0,0,0,0,0,0
4,1,0,3,0,2,1,0,0,0,0
4,1,0,4,1,10,1,0,0,1,0
4,1,0,5,1,10,1,0,0,1,0
4,1,0,6,0,8,3,0,0,2,1
4,1,0,7,1,13,7,1,0,6,1
4,1,0,8,4,24,12,6,0,4,4
4,1,0,9,4,35,13,5,0,11,1
4,1,0,10,22,59,30,13,0,16,7
4,1,0,11,33,143,47,25,0,51,24
4,1,0,12,34,125,55,21,0,42,18
4,1,0,13,32,147,32,24,0,45,17
4,1,0,14,22,127,38,22,0,38,16
4,1,0,15,11,91,45,20,0,43,14
4,1,0,16,14,51,29,14,0,24,11
4,1,0,17,2,30,26,9,0,12,3
4,1,0,18,4,16,12,3,0,25,4
4,1,0,19,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
4,1,1,1,0,0,0,0,0,0,0
4,1,1,2,0,0,0,0,0,0,0
4,1,1,3,0,0,0,0,0,0,0
4,1,1,4,0,0,0,0,0,0,0
4,1,1,5,0,0,0,0,0,0,0
4,1,1,6,0,0,0,0,0,0,0
4,1,1,7,0,0,0,0,0,0,0
4,1,1,8,0,0,0,0,0,0,0
4,1,1,9,0,0,0,0,0,0,0
4,1,1,10,0,0,0,0,0,0,2
4,1,1,11,0,0,0,0,0,0,6
4,1,1,12,0,0,0,0,0,0,5
4,1,1,13,0,0,0,0,0,0,6
4,1,1,14,0,0,0,0,0,0,0
4,1,1,15,0,0,0,0,0,0,0
4,1,1,16,0,0,0,0,0,0,3
4,1,1,17,0,0,0,0,0,0,0
4,1,1,18,0,0,0,0,0,0,1
4,1,1,19,0,0,0,0,0,0,0
4,1,2,0,0,0,0,0,0,0,0
4,1,2,1,0,0,0,0,0,0,0
4,1,2,2,0,0,0,0,0,0,0
4,1,2,3,0,0,0,0,0,0,0
4,1,2,4,0,0,0,0,0,0,0
4,1,2,5,0,0,0,0,0,0,0
4,1,2,6,0,0,0,0,0,0,1
4,1,2,7,0,0,0,0,0,0,0
4,1,2,8,0,0,0,0,0,0,1
4,1,2,9,0,0,0,0,0,0,1
4,1,2,10,0,0,0,0,0,0,2
4,1,2,11,0,0,0,0,0,0,5
4,1,2,12,0,0,0,0,0,0,4
4,1,2,13,0,0,0,0,0,0,5
4,1,2,14,0,0,0,0,0,0,10
4,1,2,15,0,0,0,0,0,0,4
4,1,2,16,0,0,0,0,0,0,4
4,1,2,17,0,0,0,0,0,0,1
4,1,2,18,0,0,0,0,0,0,2
4,1,2,19,0,0,0,0,0,0,0
4,1,3,0,0,0,0,0,0,0,0
4,1,3,1,0,0,0,0,0,0,0
4,1,3,2,0,0,0,0,0,0,0
4,1,3,3,0,0,0,0,0,0,0
4,1,3,4,0,0,0,0,0,0,0
4,1,3,5,0,0,0,0,0,0,0
4,1,3,6,0,0,0,0,0,0,0
4,1,3,7,0,0,0,0,0,0,0
4,1,3,8,0,0,0,0,0,0,3
4,1,3,9,0,0,0,0,0,0,0
4,1,3,10,0,0,0,0,0,0,3
4,1,3,11,0,0,0,0,0,0,6
4,1,3,12,0,0,0,0,0,0,7
4,1,3,13,0,0,0,0,0,0,1
4,1,3,14,0,0,0,0,0,0,3
4,1,3,15,0,0,0,0,0,0,7
4,1,3,16,0,0,0,0,0,0,3
4,1,3,17,0,0,0,0,0,0,2
4,1,3,18,0,0,0,0,0,0,0
4,1,3,19,0,0,0,0,0,0,0
4,1,4,0,0,0,0,0,0,0,0
4,1,4,1,0,0,0,0,0,0,0
4,1,4,2,0,0,0,0,0,0,0
4,1,4,3,0,0,0,0,0,0,0
4,1,4,4,0,0,0,0,0,0,0
4,1,4,5,0,0,0,0,0,0,0
4,1,4,6,0,0,0,0,0,0,0
4,1,4,7,0,0,0,0,0,0,1
4,1,4,8,0,0,0,0,0,0,0
4,1,4,9,0,0,0,0,0,0,0
4,1,4,10,0,0,0,0,0,0,0
4,1,4,11,0,0,0,0,0,0,7
4,1,4,12,0,0,0,0,0,0,2
4,1,4,13,0,0,0,0,0,0,5
4,1,4,14,0,0,0,0,0,0,3
4,1,4,15,0,0,0,0,0,0,3
4,1,4,16,0,0,0,0,0,0,1
4,1,4,17,0,0,0,0,0,0,0
4,1,4,18,0,0,0,0,0,0,1
4,1,4,19,0,0,0,0,0,0,0
4,1,5,0,0,1,0,0,0,0,0
4,1,5,1,0,0,0,0,0,0,0
4,1,5,2,0,0,0,0,0,0,0
4,1,5,3,0,0,0,0,0,0,0
4,1,5,4,1,1,0,0,0,0,0
4,1,5,5,0,1,0,0,0,0,0
4,1,5,6,0,0,0,0,0,0,0
4,1,5,7,0,0,0,0,0,0,0
4,1,5,8,0,0,1,0,0,0,0
4,1,5,9,1,1,1,0,0,1,0
4,1,5,10,2,3,0,0,0,1,0
4,1,5,11,0,6,2,0,0,1,0
4,1,5,12,2,0,0,0,0,2,0
4,1,5,13,0,5,1,1,0,0,0
4,1,5,14,0,1,0,1,0,0,0
4,1,5,15,0,0,0,0,0,1,0
4,1,5,16,0,2,1,0,0,1,0
4,1,5,17,0,0,0,0,0,0,0
4,1,5,18,0,0,1,0,0,2,0
4,1,5,19,0,0,0,0,0,0,0
4,1,6,0,0,0,0,0,0,0,0
4,1,6,1,0,0,0,0,0,0,0
4,1,6,2,0,0,0,0,0,0,0
4,1,6,3,0,0,0,0,0,0,0
4,1,6,4,0,0,0,0,0,0,0
4,1,6,5,0,0,0,0,0,0,0
4,1,6,6,0,1,0,0,0,0,0
4,1,6,7,1,0,0,0,0,0,0
4,1,6,8,0,0,0,0,0,0,0
4,1,6,9,0,1,0,0,0,0,0
4,1,6,10,0,3,1,0,0,0,0
4,1,6,11,3,1,1,1,0,0,0
4,1,6,12,0,3,0,0,0,0,0
4,1,6,13,0,1,1,1,0,2,0
4,1,6,14,1,5,1,1,0,1,0
4,1,6,15,0,3,1,0,0,5,0
4,1,6,16,2,1,0,0,0,0,0
4,1,6,17,0,3,0,0,0,0,0
4,1,6,18,0,0,1,0,0,0,0
4,1,6,19,0,0,0,0,0,0,0
4,1,7,0,0,0,0,0,0,0,0
4,1,7,1,0,0,0,0,0,0,0
4,1,7,2,0,0,0,0,0,0,0
4,1,7,3,0,0,0,0,0,0,0
4,1,7,4,0,0,0,0,0,0,0
4,1,7,5,0,0,0,0,0,0,0
4,1,7,6,0,1,0,0,0,0,0
4,1,7,7,0,1,0,0,0,0,0
4,1,7,8,0,1,0,0,0,0,0
4,1,7,9,0,1,1,0,0,0,0
4,1,7,10,1,3,1,0,0,0,0
4,1,7,11,0,8,1,0,0,0,0
4,1,7,12,2,1,2,0,0,1,0
4,1,7,13,1,1,0,2,0,0,0
4,1,7,14,0,5,0,0,0,0,0
4,1,7,15,1,1,0,0,0,0,0
4,1,7,16,0,1,0,0,0,2,0
4,1,7,17,0,1,1,0,0,0,0
4,1,7,18,0,0,0,0,0,0,0
4,1,7,19,0,0,0,0,0,0,0
4,1,8,0,0,0,0,0,0,0,0
4,1,8,1,0,0,0,0,0,0,0
4,1,8,2,0,0,0,0,0,0,0
4,1,8,3,0,0,1,0,0,0,0
4,1,8,4,0,0,0,0,0,0,0
4,1,8,5,0,0,0,0,0,0,0
4,1,8,6,0,0,0,0,0,0,0
4,1,8,7,0,0,0,0,0,1,0
4,1,8,8,0,1,0,0,0,0,0
4,1,8,9,0,0,0,0,0,0,0
4,1,8,10,0,2,0,0,0,0,0
4,1,8,11,0,7,4,0,0,3,0
4,1,8,12,2,5,1,0,0,3,0
4,1,8,13,4,11,0,0,0,0,0
4,1,8,14,2,2,1,1,0,0,0
4,1,8,15,1,3,2,1,0,0,0
4,1,8,16,0,1,1,0,0,0,0
4,1,8,17,0,1,0,0,0,0,0
4,1,8,18,0,1,0,0,0,0,0
4,1,8,19,0,0,0,0,0,0,0
4,1,9,0,0,0,0,0,0,0,0
4,1,9,1,0,0,0,0,0,0,0
4,1,9,2,0,0,0,0,0,0,0
4,1,9,3,0,0,0,0,0,0,0
4,1,9,4,0,0,0,0,0,0,0
4,1,9,5,0,0,0,0,0,0,0
4,1,9,6,0,0,0,0,0,0,0
4,1,9,7,0,0,0,0,0,0,0
4,1,9,8,1,0,1,0,0,0,0
4,1,9,9,0,2,0,0,0,0,0
4,1,9,10,1,2,0,0,0,1,0
4,1,9,11,2,8,3,0,0,2,0
4,1,9,12,3,7,0,0,0,1,0
4,1,9,13,2,5,0,0,0,2,0
4,1,9,14,1,9,1,1,0,0,0
4,1,9,15,1,3,0,0,0,1,0
4,1,9,16,0,1,1,0,0,3,0
4,1,9,17,0,0,1,1,0,3,0
4,1,9,18,0,2,0,0,0,1,0
4,1,9,19,0,0,0,0,0,0,0
4,1,10,0,0,0,0,0,0,0,0
4,1,10,1,0,0,0,0,0,0,0
4,1,10,2,0,0,0,0,0,0,0
4,1,10,3,0,0,0,0,0,0,0
4,1,10,4,0,0,0,0,0,0,0
4,1,10,5,0,0,0,0,0,0,0
4,1,10,6,0,0,0,0,0,1,0
4,1,10,7,0,1,0,0,0,0,0
4,1,10,8,0,4,0,0,0,0,0
4,1,10,9,0,1,1,0,0,0,0
4,1,10,10,1,2,2,0,0,1,0
4,1,10,11,4,6,2,1,0,3,0
4,1,10,12,2,5,2,0,0,1,0
4,1,10,13,5,4,1,0,0,1,0
4,1,10,14,1,5,2,1,0,1,0
4,1,10,15,0,4,0,0,0,0,0
4,1,10,16,0,2,0,1,0,1,0
4,1,10,17,0,0,1,0,0,0,0
4,1,10,18,0,0,0,0,0,1,0
4,1,10,19,0,0,0,0,0,0,0
4,1,11,0,0,0,0,0,0,0,0
4,1,11,1,0,0,0,0,0,0,0
4,1,11,2,0,0,0,0,0,0,0
4,1,11,3,0,0,0,0,0,0,0
4,1,11,4,0,0,0,0,0,0,0
4,1,11,5,0,0,0,0,0,1,0
4,1,11,6,0,0,0,0,0,0,0
4,1,11,7,0,0,0,0,0,0,0
4,1,11,8,2,1,0,0,0,0,0
4,1,11,9,1,2,1,0,0,1,0
4,1,11,10,1,4,3,1,0,0,0
4,1,11,11,1,9,2,0,0,1,0
4,1,11,12,3,3,1,0,0,1,0
4,1,11,13,0,6,1,0,0,1,0
4,1,11,14,1,5,0,0,0,0,0
4,1,11,15,0,5,3,0,0,2,0
4,1,11,16,0,2,1,0,0,1,0
4,1,11,17,0,0,1,0,0,0,0
4,1,11,18,0,0,0,0,0,0,0
4,1,11,19,0,0,0,0,0,0,0
4,1,12,0,0,0,0,0,0,0,0
4,1,12,1,0,0,0,0,0,0,0
4,1,12,2,0,0,0,0,0,0,0
4,1,12,3,0,0,0,0,0,0,0
4,1,12,4,0,0,0,0,0,0,0
4,1,12,5,0,1,0,0,0,0,0
4,1,12,6,0,0,0,0,0,0,0
4,1,12,7,0,2,0,0,0,0,0
4,1,12,8,0,0,1,0,0,0,0
4,1,12,9,0,4,0,0,0,0,0
4,1,12,10,1,1,1,0,0,0,0
4,1,12,11,4,9,1,0,0,1,0
4,1,12,12,2,4,2,1,0,1,0
4,1,12,13,2,12,1,0,0,2,0
4,1,12,14,1,6,1,0,0,0,0
4,1,12,15,4,3,2,1,0,1,0
4,1,12,16,0,3,0,0,0,0,0
4,1,12,17,0,2,0,0,0,0,0
4,1,12,18,2,0,0,0,0,2,0
4,1,12,19,0,0,0,0,0,0,0
4,1,13,0,0,0,0,0,0,0,0
4,1,13,1,0,0,0,0,0,0,0
4,1,13,2,0,0,0,0,0,0,0
4,1,13,3,0,0,0,0,0,0,0
4,1,13,4,0,0,0,0,0,0,0
4,1,13,5,0,1,0,0,0,0,0
4,1,13,6,0,0,0,0,0,0,0
4,1,13,7,0,1,0,0,0,2,0
4,1,13,8,1,1,0,0,0,0,0
4,1,13,9,0,1,0,0,0,0,0
4,1,13,10,1,1,1,0,0,0,0
4,1,13,11,1,6,1,0,0,0,0
4,1,13,12,1,5,5,0,0,0,0
4,1,13,13,2,13,2,0,0,0,0
4,1,13,14,1,4,1,1,0,2,0
4,1,13,15,0,3,2,0,0,0,0
4,1,13,16,1,2,2,0,0,0,0
4,1,13,17,0,1,2,0,0,0,0
4,1,13,18,0,1,1,0,0,0,0
4,1,13,19,0,0,0,0,0,0,0
4,1,14,0,0,0,0,0,0,0,0
4,1,14,1,0,0,0,0,0,0,0
4,1,14,2,0,0,0,0,0,0,0
4,1,14,3,0,0,0,0,0,0,0
4,1,14,4,0,0,0,0,0,0,0
4,1,14,5,1,1,0,0,0,0,0
4,1,14,6,0,0,0,0,0,0,0
4,1,14,7,0,1,0,0,0,1,0
4,1,14,8,0,0,0,0,0,0,0
4,1,14,9,0,1,0,0,0,1,0
4,1,14,10,2,2,1,1,0,0,0
4,1,14,11,3,7,1,0,0,2,0
4,1,14,12,1,1,1,0,0,1,0
4,1,14,13,2,5,1,0,0,2,0
4,1,14,14,0,6,1,1,0,1,0
4,1,14,15,1,5,0,1,0,0,0
4,1,14,16,1,1,1,1,0,0,0
4,1,14,17,0,2,1,0,0,1,0
4,1,14,18,0,0,0,0,0,0,0
4,1,14,19,0,0,0,0,0,0,0
4,1,15,0,0,0,0,0,0,0,0
4,1,15,1,0,0,0,0,0,0,0
4,1,15,2,0,0,0,0,0,0,0
4,1,15,3,0,0,0,0,0,0,0
4,1,15,4,0,0,0,0,0,0,0
4,1,15,5,0,1,0,0,0,0,0
4,1,15,6,0,0,1,0,0,0,0
4,1,15,7,0,1,0,0,0,0,0
4,1,15,8,0,0,2,0,0,1,0
4,1,15,9,0,0,2,0,0,0,0
4,1,15,10,0,4,0,0,0,0,0
4,1,15,11,1,6,1,1,0,4,0
4,1,15,12,0,11,3,1,0,2,0
4,1,15,13,1,10,0,0,0,2,0
4,1,15,14,1,7,0,0,0,2,0
4,1,15,15,0,8,2,0,0,1,0
4,1,15,16,0,5,0,0,0,0,0
4,1,15,17,0,0,0,0,0,0,0
4,1,15,18,1,1,0,0,0,0,0
4,1,15,19,0,0,0,0,0,0,0
4,1,16,0,0,0,0,0,0,0,0
4,1,16,1,0,0,0,0,0,0,0
4,1,16,2,0,0,0,0,0,0,0
4,1,16,3,0,0,0,0,0,0,0
4,1,16,4,0,0,0,0,0,0,0
4,1,16,5,0,1,0,0,0,0,0
4,1,16,6,0,1,0,0,0,0,0
4,1,16,7,0,1,0,0,0,0,0
4,1,16,8,0,2,1,0,0,1,0
4,1,16,9,0,2,0,0,0,1,0
4,1,16,10,1,2,1,0,0,1,0
4,1,16,11,2,9,0,2,0,3,0
4,1,16,12,3,13,3,0,0,0,0
4,1,16,13,0,8,0,0,0,5,0
4,1,16,14,1,13,2,0,0,5,0
4,1,16,15,0,5,0,1,0,1,0
4,1,16,16,0,3,0,0,0,1,0
4,1,16,17,1,3,0,0,0,1,0
4,1,16,18,0,2,2,1,0,1,0
4,1,16,19,0,0,0,0,0,0,0
4,1,17,0,0,0,0,0,0,0,0
4,1,17,1,0,0,0,0,0,0,0
4,1,17,2,0,0,0,0,0,0,0
4,1,17,3,0,0,0,0,0,0,0
4,1,17,4,0,0,0,0,0,1,0
4,1,17,5,0,1,0,0,0,0,0
4,1,17,6,0,0,0,0,0,1,0
4,1,17,7,0,0,1,0,0,0,0
4,1,17,8,0,1,2,1,0,1,0
4,1,17,9,0,2,1,0,0,0,0
4,1,17,10,1,4,2,0,0,1,0
4,1,17,11,2,10,5,2,0,5,0
4,1,17,12,6,13,4,0,0,6,0
4,1,17,13,2,7,4,1,0,1,0
4,1,17,14,4,7,2,1,0,1,0
4,1,17,15,1,3,5,2,0,3,0
4,1,17,16,4,4,2,1,0,2,0
4,1,17,17,0,2,3,0,0,3,0
4,1,17,18,0,1,1,0,0,4,0
4,1,17,19,0,0,0,0,0,0,0
4,1,18,0,0,0,0,0,0,0,0
4,1,18,1,0,0,0,0,0,0,0
4,1,18,2,0,0,0,0,0,0,0
4,1,18,3,0,0,0,0,0,0,0
4,1,18,4,0,1,0,0,0,0,0
4,1,18,5,0,0,0,0,0,0,0
4,1,18,6,0,0,0,0,0,0,0
4,1,18,7,0,0,2,0,0,0,0
4,1,18,8,0,1,0,1,0,0,0
4,1,18,9,0,2,1,1,0,0,0
4,1,18,10,2,5,4,1,0,1,0
4,1,18,11,1,2,4,5,0,3,0
4,1,18,12,2,6,5,2,0,2,0
4,1,18,13,4,7,2,2,0,2,0
4,1,18,14,2,11,2,3,0,6,0
4,1,18,15,2,12,2,0,0,7,0
4,1,18,16,0,3,2,2,0,2,0
4,1,18,17,0,3,3,0,0,0,0
4,1,18,18,0,0,2,0,0,2,0
4,1,18,19,0,0,0,0,0,0,0
4,1,19,0,0,0,0,0,0,0,0
4,1,19,1,0,0,0,0,0,0,0
4,1,19,2,0,0,0,0,0,0,0
4,1,19,3,0,1,0,0,0,0,0
4,1,19,4,0,2,1,0,0,0,0
4,1,19,5,0,0,0,0,0,0,0
4,1,19,6,0,2,0,0,0,0,0
4,1,19,7,0,2,1,1,0,0,0
4,1,19,8,0,0,2,1,0,0,0
4,1,19,9,0,4,4,0,0,2,0
4,1,19,10,1,4,5,1,0,1,0
4,1,19,11,2,14,5,4,0,4,0
4,1,19,12,1,11,3,1,0,7,0
4,1,19,13,1,12,1,2,0,8,0
4,1,19,14,4,8,4,3,0,2,0
4,1,19,15,0,10,7,1,0,7,0
4,1,19,16,3,7,4,2,0,4,0
4,1,19,17,1,4,2,1,0,0,0
4,1,19,18,0,2,0,0,0,1,0
4,1,19,19,0,0,0,0,0,0,0
4,1,20,0,0,0,0,0,0,0,0
4,1,20,1,0,0,0,0,0,0,0
4,1,20,2,0,0,0,0,0,0,0
4,1,20,3,0,0,0,0,0,0,0
4,1,20,4,0,3,0,0,0,0,0
4,1,20,5,0,1,0,0,0,0,0
4,1,20,6,0,0,1,0,0,0,0
4,1,20,7,0,2,1,0,0,0,0
4,1,20,8,0,2,2,0,0,0,0
4,1,20,9,2,3,0,0,0,0,0
4,1,20,10,6,3,2,1,0,1,0
4,1,20,11,2,8,2,1,0,6,0
4,1,20,12,1,9,9,3,0,4,0
4,1,20,13,3,19,6,0,0,3,0
4,1,20,14,2,6,5,2,0,5,0
4,1,20,15,0,5,6,2,0,1,0
4,1,20,16,2,8,3,1,0,2,0
4,1,20,17,0,2,3,3,0,1,0
4,1,20,18,0,0,2,0,0,0,0
4,1,20,19,0,0,0,0,0,0,0
4,1,21,0,0,0,0,0,0,0,0
4,1,21,1,0,0,0,0,0,0,0
4,1,21,2,0,0,0,0,0,0,0
4,1,21,3,0,1,0,0,0,0,0
4,1,21,4,0,2,0,0,0,0,0
4,1,21,5,0,0,0,0,0,0,0
4,1,21,6,0,1,1,0,0,0,0
4,1,21,7,0,0,0,0,0,0,0
4,1,21,8,0,7,0,1,0,1,0
4,1,21,9,0,3,0,1,0,2,0
4,1,21,10,0,4,2,2,0,2,0
4,1,21,11,3,13,4,3,0,4,0
4,1,21,12,0,12,10,4,0,6,0
4,1,21,13,2,7,5,7,0,6,0
4,1,21,14,0,12,7,2,0,7,0
4,1,21,15,0,7,8,3,0,6,0
4,1,21,16,1,1,3,3,0,1,0
4,1,21,17,0,2,6,4,0,0,0
4,1,21,18,1,3,2,1,0,4,0
4,1,21,19,0,0,0,0,0,0,0
4,1,22,0,0,0,0,0,0,0,0
4,1,22,1,0,0,0,0,0,0,0
4,1,22,2,0,0,0,0,0,0,0
4,1,22,3,0,0,0,0,0,0,0
4,1,22,4,0,1,0,0,0,0,0
4,1,22,5,0,2,1,0,0,0,0
4,1,22,6,0,2,0,0,0,0,0
4,1,22,7,0,1,2,0,0,2,0
4,1,22,8,0,3,0,2,0,0,0
4,1,22,9,0,5,1,3,0,3,0
4,1,22,10,1,10,4,6,0,6,0
4,1,22,11,2,14,8,5,0,9,0
4,1,22,12,3,16,4,9,0,4,0
4,1,22,13,1,14,6,8,0,8,0
4,1,22,14,0,15,8,4,0,5,0
4,1,22,15,0,11,5,8,0,7,0
4,1,22,16,0,4,8,3,0,4,0
4,1,22,17,0,4,2,0,0,3,0
4,1,22,18,0,3,0,1,0,7,0
4,1,22,19,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0,0
4,2,0,1,0,0,0,0,0,0,0
4,2,0,2,0,1,0,0,0,0,0
4,2,0,3,0,7,1,0,0,0,0
4,2,0,4,0,6,1,0,0,2,0
4,2,0,5,0,11,6,1,0,1,0
4,2,0,6,0,9,6,2,0,3,1
4,2,0,7,3,13,8,3,0,5,2
4,2,0,8,2,17,10,2,0,10,2
4,2,0,9,10,32,20,6,0,9,13
4,2,0,10,10,49,34,11,0,16,9
4,2,0,11,23,106,34,18,0,30,15
4,2,0,12,33,96,33,15,0,34,12
4,2,0,13,23,86,40,12,0,36,15
4,2,0,14,20,83,41,11,0,35,11
4,2,0,15,18,75,36,13,0,35,13
4,2,0,16,7,51,28,6,0,18,8
4,2,0,17,3,34,30,8,0,18,7
4,2,0,18,4,29,13,5,0,32,9
4,2,0,19,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,0,0,0
4,2,1,1,0,0,0,0,0,0,0
4,2,1,2,0,0,0,0,0,0,0
4,2,1,3,0,0,0,0,0,0,0
4,2,1,4,0,0,0,0,0,0,0
4,2,1,5,0,0,0,0,0,0,0
4,2,1,6,0,0,0,0,0,0,1
4,2,1,7,0,0,0,0,0,0,0
4,2,1,8,0,0,0,0,0,0,1
4,2,1,9,0,0,0,0,0,0,4
4,2,1,10,0,0,0,0,0,0,0
4,2,1,11,0,0,0,0,0,0,5
4,2,1,12,0,0,0,0,0,0,2
4,2,1,13,0,0,0,0,0,0,2
4,2,1,14,0,0,0,0,0,0,0
4,2,1,15,0,0,0,0,0,0,5
4,2,1,16,0,0,0,0,0,0,2
4,2,1,17,0,0,0,0,0,0,0
4,2,1,18,0,0,0,0,0,0,2
4,2,1,19,0,0,0,0,0,0,0
4,2,2,0,0,0,0,0,0,0,0
4,2,2,1,0,0,0,0,0,0,0
4,2,2,2,0,0,0,0,0,0,0
4,2,2,3,0,0,0,0,0,0,0
